04/16/22:18:01:40, Command, default_user, !add synth a1
04/16/22:18:01:43, Command, default_user, !add synth a4
04/16/22:18:01:49, Command, default_user, !reset
04/16/22:18:02:18, Log, @System, MidiBot initated
04/16/22:18:02:18, Log, @System, Settings files loaded successfully
04/16/22:18:02:21, Command, default_user, !add synth c3
04/16/22:18:02:24, Command, default_user, !add synth c4
04/16/22:18:02:28, Command, default_user, !add synth a2
04/16/22:18:02:31, Command, default_user, !add drums c2
04/16/22:18:02:36, Command, default_user, !add synth c1
04/16/22:18:02:37, Command, default_user, !reset
04/16/22:18:02:59, Log, @System, MidiBot initated
04/16/22:18:02:59, Log, @System, Settings files loaded successfully
04/16/22:18:03:02, Command, default_user, !add synth c3
04/16/22:18:03:04, Command, default_user, !add synth c2
04/16/22:18:03:06, Command, default_user, !add synth c5
04/16/22:18:03:08, Command, default_user, !reset
04/16/22:18:03:11, Command, default_user, !reset synth
04/16/22:18:03:19, Command, default_user, !synth reset
04/16/22:18:09:10, Log, @System, MidiBot initated
04/16/22:18:09:10, Log, @System, Settings files loaded successfully
04/16/22:18:09:13, Command, default_user, !add synth c3
04/16/22:18:09:15, Command, default_user, !add synth c2
04/16/22:18:09:19, Command, default_user, !add synth a2
04/16/22:18:09:21, Command, default_user, !reset
04/16/22:18:09:24, Command, default_user, !add synth c2-c3
04/16/22:18:09:28, Command, default_user, !add synth a2-a3-e3
04/16/22:18:09:33, Command, default_user, !reset
04/16/22:18:11:26, Log, @System, MidiBot initated
04/16/22:18:11:26, Log, @System, Settings files loaded successfully
04/16/22:18:11:29, Command, default_user, !add synth c3
04/16/22:18:11:33, Command, default_user, !add synth c4
04/16/22:18:11:37, Command, default_user, !add synth a2
04/16/22:18:11:39, Command, default_user, !reset
04/16/22:18:12:06, Log, @System, MidiBot initated
04/16/22:18:12:06, Log, @System, Settings files loaded successfully
04/16/22:18:12:10, Command, default_user, !add synth c3
04/16/22:18:12:12, Command, default_user, !add synth a2
04/16/22:18:12:15, Command, default_user, !add synth a4
04/16/22:18:12:20, Command, default_user, !add synth a2 e3 e4
04/16/22:18:12:24, Command, default_user, !reset
04/16/22:18:13:09, Log, @System, MidiBot initated
04/16/22:18:13:09, Log, @System, Settings files loaded successfully
04/16/22:18:13:12, Command, default_user, !add synth c3
04/16/22:18:13:14, Command, default_user, !add synth a2
04/16/22:18:13:17, Command, default_user, !add synth e3 e4
04/16/22:18:13:39, Command, default_user, !bpm 500
04/16/22:18:13:41, Command, default_user, !bpm 40
04/16/22:18:13:43, Command, default_user, !bpm 120
04/16/22:18:14:14, Command, default_user, !undo
04/16/22:18:14:20, Command, default_user, !add synth e3 e4
04/16/22:18:14:22, Command, default_user, !undo
04/16/22:18:14:25, Command, default_user, !add synth c3
04/16/22:18:14:28, Command, default_user, !add synth c4
04/16/22:18:14:29, Command, default_user, !undo
04/16/22:18:14:36, Command, default_user, !add synth c3-c4-c5
04/16/22:18:14:40, Command, default_user, !add synth a2-a3-a4
04/16/22:18:14:42, Command, default_user, !undo
04/16/22:18:14:48, Log, @System, MidiBot initated
04/16/22:18:14:48, Log, @System, Settings files loaded successfully
04/16/22:18:14:54, Command, default_user, !add synth c3
04/16/22:18:14:56, Command, default_user, !add synth a2
04/16/22:18:14:58, Command, default_user, !undo
04/16/22:18:16:45, Log, @System, MidiBot initated
04/16/22:18:16:45, Log, @System, Settings files loaded successfully
04/16/22:18:16:46, Command, default_user, !reset
04/16/22:18:16:49, Command, default_user, !add synth c3
04/16/22:18:16:51, Command, default_user, !add synth c4
04/16/22:18:16:54, Command, default_user, !add synth c5
04/16/22:18:16:58, Command, default_user, !add synth a2
04/16/22:18:17:00, Command, default_user, !reset
04/16/22:18:17:09, Log, @System, MidiBot initated
04/16/22:18:17:09, Log, @System, Settings files loaded successfully
04/16/22:18:17:11, Command, default_user, !add synth c3
04/16/22:18:17:13, Command, default_user, !add synth c2
04/16/22:18:17:19, Command, default_user, !add synth a2
04/16/22:18:18:04, Log, @System, MidiBot initated
04/16/22:18:18:04, Log, @System, Settings files loaded successfully
04/16/22:18:18:07, Command, default_user, !add synth a2
04/16/22:18:18:09, Command, default_user, !add synth e2
04/16/22:18:18:12, Command, default_user, !add synth c3
04/16/22:18:18:16, Command, default_user, !add synth c4
04/16/22:18:18:17, Command, default_user, !reset
04/16/22:18:18:20, Command, default_user, !add synth a2
04/16/22:18:18:22, Command, default_user, !add synth a4
04/16/22:18:18:23, Command, default_user, !undo
04/16/22:18:22:31, Log, @System, MidiBot initated
04/16/22:18:22:31, Log, @System, Settings files loaded successfully
04/16/22:18:22:34, Command, default_user, !add synth c3
04/16/22:18:22:36, Command, default_user, !add synth c4
04/16/22:18:22:41, Command, default_user, !add drums c1
04/16/22:18:22:45, Command, default_user, !add durms c3
04/16/22:18:22:49, Command, default_user, !add drums c3
04/16/22:18:22:58, Command, default_user, !add synth a2-e2-f2-g2
04/16/22:18:23:05, Command, default_user, !reset
04/17/22:18:28:14, Log, @System, MidiBot initated
04/17/22:18:28:14, Log, @System, Settings files loaded successfully
04/17/22:18:28:20, Command, default_user, !res 10
04/17/22:18:28:22, Command, default_user, !res 127
04/17/22:18:28:25, Command, default_user, !res loop 0 100
04/17/22:18:28:28, Command, default_user, !res 0
04/17/22:18:28:31, Command, default_user, !res 50
04/17/22:18:28:34, Command, default_user, !res loop 50 60
04/17/22:18:28:41, Command, default_user, !add synth c3
04/17/22:18:28:45, Command, default_user, !add synth d3
04/17/22:18:29:03, Command, default_user, !reset
04/17/22:18:29:04, Command, default_user, !res
04/17/22:18:29:07, Command, default_user, !res loop
04/17/22:18:31:07, Command, default_user, !res loop
04/17/22:18:31:08, Command, default_user, !res loop
04/17/22:18:31:10, Command, default_user, !res loop 50
04/17/22:18:31:13, Command, default_user, !res loop 0 50
04/17/22:18:31:16, Command, default_user, !res 100
04/17/22:18:31:27, Command, default_user, !res loop
04/17/22:18:31:29, Command, default_user, !synth rest
04/17/22:18:31:32, Command, default_user, !add synth rest
04/17/22:18:31:35, Command, default_user, !reset
04/17/22:18:31:39, Command, default_user, !res loop
04/17/22:18:34:57, Command, default_user, !res loop 
04/17/22:18:35:00, Command, default_user, !cutoff loop
04/17/22:18:35:11, Log, @System, MidiBot initated
04/17/22:18:35:12, Log, @System, Settings files loaded successfully
04/17/22:18:35:14, Command, default_user, !res loop
04/17/22:18:35:59, Log, @System, MidiBot initated
04/17/22:18:35:59, Log, @System, Settings files loaded successfully
04/17/22:18:36:01, Command, default_user, !res loop
04/17/22:18:37:20, Log, @System, MidiBot initated
04/17/22:18:37:20, Log, @System, Settings files loaded successfully
04/17/22:18:37:22, Command, default_user, !res loop
04/17/22:18:37:55, Command, default_user, !add synth
04/17/22:18:45:04, Log, @System, MidiBot initated
04/17/22:18:45:04, Log, @System, Settings files loaded successfully
04/17/22:18:45:08, Command, default_user, !res loop
04/17/22:18:45:13, Command, default_user, !cutoff 0 127
04/17/22:18:45:27, Command, default_user, !res 0 127 0 127
04/17/22:18:45:32, Command, default_user, !res 0-1
04/17/22:18:46:51, Command, default_user, !res 127 loop
04/17/22:18:46:56, Log, @System, MidiBot initated
04/17/22:18:46:56, Log, @System, Settings files loaded successfully
04/17/22:18:47:00, Command, default_user, !res loop 0 100
04/17/22:18:47:03, Command, default_user, !res loop 0 5
04/17/22:18:47:10, Command, default_user, !res loop 0[0]
04/17/22:18:47:13, Command, default_user, !res loop 0
04/17/22:18:49:16, Log, @System, MidiBot initated
04/17/22:18:49:16, Log, @System, Settings files loaded successfully
04/17/22:18:49:20, Command, default_user, !res loop 0 100
04/17/22:18:49:26, Command, default_user, !res loop 5 6
04/17/22:18:49:33, Command, default_user, !res loop 5 10
04/17/22:18:49:41, Command, default_user, !res loop 0 127[10000]
04/17/22:18:49:44, Command, default_user, !reset
04/17/22:18:49:48, Command, default_user, !reset
04/17/22:18:49:52, Command, default_user, !reset
04/17/22:18:49:54, Command, default_user, !reset
04/17/22:18:50:00, Command, default_user, !res 64
04/17/22:18:50:05, Command, default_user, !add synth 50
04/17/22:18:50:11, Command, default_user, !add synth c3-c4 a3-a4
04/17/22:18:50:17, Command, default_user, !undo
04/17/22:18:50:19, Command, default_user, !undo
04/17/22:18:50:20, Command, default_user, !reset
04/17/22:19:03:16, Log, @System, MidiBot initated
04/17/22:19:03:16, Log, @System, Settings files loaded successfully
04/17/22:19:03:19, Command, default_user, !add synth a3
04/17/22:19:03:23, Command, default_user, !add synth a4
04/17/22:19:03:24, Command, default_user, !reset
04/17/22:19:05:39, Log, @System, MidiBot initated
04/17/22:19:05:39, Log, @System, Settings files loaded successfully
04/17/22:19:05:42, Command, default_user, !replace synth c3
04/17/22:19:05:46, Command, default_user, !replace synth a2
04/17/22:19:05:58, Command, default_user, !add synth c4-a2
04/17/22:19:06:01, Command, default_user, !add synth e2-f4
04/17/22:19:06:06, Command, default_user, !replace synth c2
04/17/22:19:06:14, Command, default_user, !replace synth c1
04/17/22:19:06:23, Command, default_user, !reset
04/17/22:19:06:25, Command, default_user, !reset
04/17/22:19:06:28, Command, default_user, !undo
04/17/22:19:07:40, Command, default_user, !add synth e2-f2[4] c2-e2[4]
04/17/22:19:07:52, Command, default_user, !replace synth c2
04/17/22:19:07:56, Command, default_user, !replace synth c4
04/17/22:19:08:00, Command, default_user, !add synth c3
04/17/22:19:08:03, Command, default_user, !add synth a2
04/17/22:19:08:07, Command, default_user, !replace synth e1
04/17/22:19:08:13, Command, default_user, !reset
04/17/22:19:09:12, Log, @System, MidiBot initated
04/17/22:19:09:12, Log, @System, Settings files loaded successfully
04/17/22:19:09:15, Command, default_user, !add synth c3
04/17/22:19:09:18, Command, default_user, !add synth a2
04/17/22:19:09:20, Command, default_user, !add synth f2
04/17/22:19:09:24, Command, default_user, !replace synth c2
04/17/22:19:09:47, Command, default_user, !undo
04/17/22:19:09:49, Command, default_user, !undo
04/17/22:19:09:51, Command, default_user, !reset
04/17/22:19:09:55, Command, default_user, !replace synth c3
04/17/22:19:10:04, Command, default_user, !replace synth c4
04/17/22:19:10:08, Command, default_user, !replace synth a1
04/17/22:19:10:11, Command, default_user, !add synth a2
04/17/22:19:10:17, Command, default_user, !add synth a3
04/17/22:19:10:20, Command, default_user, !replace synth f1
04/17/22:19:10:27, Command, default_user, !replace synth f1
04/17/22:19:10:30, Command, default_user, !replace synth a2
04/17/22:19:10:34, Command, default_user, !replace synth a4
04/17/22:19:10:37, Command, default_user, !reset
04/17/22:19:12:06, Command, default_user, !add synth c3
04/17/22:19:12:08, Command, default_user, !add synth c2
04/17/22:19:12:13, Command, default_user, !add drums d1 c1
04/17/22:19:12:17, Command, default_user, !reset
04/17/22:19:12:43, Command, default_user, !add synth c3 c2
04/17/22:19:12:50, Command, default_user, !add synth a2 f2 e2
04/17/22:19:13:00, Command, default_user, !choice synth a3 f3 e3
04/17/22:19:13:43, Command, default_user, !add synth a1[8] f1[8]
04/17/22:19:16:30, Command, default_user, !replace synth c3 c2
04/17/22:19:16:38, Command, default_user, !reset
04/18/22:00:36:13, Log, @System, MidiBot initated
04/18/22:00:36:13, Log, @System, Settings files loaded successfully
04/18/22:00:36:16, Command, default_user, !res
04/18/22:00:36:19, Command, default_user, !res 9
04/18/22:00:36:20, Command, default_user, !res 999
04/18/22:00:36:24, Command, default_user, !res 999 99 9
04/18/22:00:36:27, Command, default_user, !res loop
04/18/22:00:36:29, Command, default_user, !res loop 1
04/18/22:00:36:34, Command, default_user, !res loop 2 1
04/18/22:00:36:37, Command, default_user, !reset
04/18/22:19:50:56, Log, @System, MidiBot initated
04/18/22:19:50:56, Log, @System, Settings files loaded successfully
04/18/22:19:50:59, Command, default_user, !add
04/18/22:19:51:00, Command, default_user, !add synth
04/18/22:19:51:04, Command, default_user, !loop
04/18/22:19:51:05, Command, default_user, !res
04/18/22:19:51:07, Command, default_user, !res loop
04/18/22:19:51:11, Command, default_user, !res loop -1
04/18/22:19:51:14, Command, default_user, !res loop
04/18/22:19:51:20, Command, default_user, !add synth
04/18/22:19:51:25, Command, default_user, !add synth macro
04/18/22:19:51:27, Command, default_user, !macro
04/18/22:19:51:36, Command, default_user, !macro m1 c
04/18/22:19:51:50, Command, default_user, !synth add $cc
04/18/22:19:51:56, Command, default_user, !add synth $c
04/18/22:19:52:41, Command, default_user, !add synth $m1
04/18/22:19:52:43, Command, default_user, !reset
04/18/22:19:53:37, Command, default_user, !macro m
04/18/22:19:53:48, Command, default_user, !add synth $mc
04/18/22:19:56:21, Log, @System, MidiBot initated
04/18/22:19:56:21, Log, @System, Settings files loaded successfully
04/18/22:19:56:23, Command, default_user, !macro
04/18/22:19:56:25, Command, default_user, !macro
04/18/22:19:56:27, Command, default_user, !macro sadf asdf
04/18/22:19:58:09, Log, @System, MidiBot initated
04/18/22:19:58:09, Log, @System, Settings files loaded successfully
04/18/22:19:58:13, Command, default_user, !macro
04/18/22:19:58:19, Command, default_user, !macro asdf
04/18/22:20:07:17, Log, @System, MidiBot initated
04/18/22:20:07:17, Log, @System, Settings files loaded successfully
04/18/22:20:07:22, Command, default_user, !macro james c d e f
04/18/22:20:07:55, Log, @System, MidiBot initated
04/18/22:20:07:55, Log, @System, Settings files loaded successfully
04/18/22:20:07:58, Command, default_user, !macro james m1
04/18/22:20:08:00, Command, default_user, !macro james m2
04/18/22:20:08:39, Log, @System, MidiBot initated
04/18/22:20:09:20, Log, @System, MidiBot initated
04/18/22:20:09:20, Log, @System, Settings files loaded successfully
04/18/22:20:09:49, Log, @System, MidiBot initated
